borrowerage,maritalstatus,householdsize,dependents,region,level,borrowercreditscore,employmentstatus,inflationrate,repaymentplan,collectionefforts,loanamount,remainingamount,interestratechange,lossdefault
30,Single,3,2,North,Degree,603,Unemployed,5.48,Voluntary,No Collectioneffort,4000000,1059939.99,0.55,No Default
24,Single,2,2,South,Diploma,718,Unemployed,12.42,Salary,No Collectioneffort,4000000,2547760.27,0.15,Default
19,Married,3,0,North,Degree,691,Self-employed,6.83,Salary,No Collectioneffort,4000000,3314440.9,1.09,Default
21,Married,2,2,Central,Degree,643,Employed,19.65,Voluntary,No Collectioneffort,4000000,2382187.18,0.34,Default
22,Single,3,2,South,Degree,680,Employed,13.46,Salary,Calls,880000,94949.72,0.54,No Default
38,Single,2,6,North,Diploma,745,Employed,15.34,Voluntary,No Collectioneffort,1760000,1321673.92,1.7,Default
24,Married,3,2,Central,Degree,645,Employed,13.6,Voluntary,Calls,4000000,1330228.77,1.05,No Default
22,Single,2,2,North,Degree,666,Self-employed,11.68,Salary,No Collectioneffort,1760000,1630528.41,0.91,Default
22,Married,2,3,South,Degree,674,Employed,7.58,Salary,No Collectioneffort,1760000,666561.63,0.91,No Default
20,Married,3,0,North,Diploma,678,Employed,8.76,Voluntary,Calls,880000,238793.68,0.72,No Default
23,Married,2,2,North,Diploma,634,Employed,5.53,Voluntary,Notices,4000000,2381782.95,0.12,No Default
40,Divorced,1,1,North,Diploma,692,Employed,19.62,Salary,No Collectioneffort,4000000,1250146.2,1.6,No Default
35,Single,2,0,North,Degree,650,Employed,5.38,Salary,Calls,4000000,1055534.69,0.99,No Default
23,Single,3,2,Central,Diploma,659,Self-employed,19.52,Salary,Calls,4000000,2524103.5,1.14,Default
19,Married,3,0,North,Degree,622,Employed,7.76,Salary,Reminders,2000000,876563.89,1.77,Default
24,Married,2,1,Central,Degree,703,Employed,6.97,Salary,Reminders,4000000,3365515.95,1.2,No Default
17,Single,3,0,South,Degree,606,Unemployed,19.99,Salary,Notices,4000000,493560.94,1.77,Default
17,Single,3,0,Central,Degree,576,Employed,4.6,Salary,No Collectioneffort,880000,799669.14,0.95,Default
30,Single,3,0,North,Degree,545,Self-employed,16.72,Salary,Notices,880000,407901.5,1.36,Default
22,Single,1,1,North,Degree,690,Employed,13.79,Salary,Notices,4000000,2242713.66,0.68,Default
26,Married,2,1,South,Degree,625,Employed,14.71,Salary,Reminders,1760000,1185381.58,1.97,No Default
30,Married,2,0,Central,Degree,619,Self-employed,8.47,Voluntary,Calls,1760000,1308904.26,0.58,No Default
20,Married,3,1,South,Degree,651,Employed,13.05,Salary,No Collectioneffort,2000000,927304.94,1.2,Default
22,Single,4,4,South,Diploma,589,Self-employed,14.56,Salary,No Collectioneffort,1760000,274443.37,1.27,Default
32,Single,3,4,North,Degree,668,Employed,12.49,Salary,No Collectioneffort,2000000,956217.49,1.62,Default
37,Single,2,1,South,Degree,763,Employed,13.64,Salary,Notices,2000000,1590440.61,0.14,No Default
17,Single,2,1,South,Degree,686,Employed,6.92,Voluntary,No Collectioneffort,1760000,1073133.22,1.04,Default
22,Single,1,2,South,Degree,670,Employed,11.97,Voluntary,No Collectioneffort,880000,559415.34,0.15,Default
25,Single,2,0,South,Diploma,695,Employed,5.52,Salary,Calls,1760000,847698.96,1.71,No Default
31,Married,2,6,South,Diploma,773,Employed,5.4,Voluntary,Calls,880000,739627.55,1.36,Default
28,Married,2,2,Central,Degree,630,Employed,9.97,Salary,Calls,4000000,479416.87,0.88,No Default
19,Single,4,0,North,Degree,630,Self-employed,12.75,Voluntary,Notices,2000000,1467143.68,1.4,Default
27,Divorced,2,0,North,Degree,622,Employed,11.62,Voluntary,No Collectioneffort,4000000,3959683.64,0.96,No Default
31,Married,3,2,Central,Degree,576,Self-employed,9.81,Voluntary,No Collectioneffort,4000000,3264095.49,0.99,Default
19,Divorced,3,1,North,Degree,657,Self-employed,9.83,Salary,Calls,1760000,964439.76,0.28,No Default
30,Married,3,1,South,Degree,651,Employed,11.7,Voluntary,Notices,880000,329752.39,0.89,No Default
18,Married,5,3,North,Degree,665,Employed,13.8,Salary,No Collectioneffort,4000000,1392641.55,0.02,No Default
20,Married,1,0,North,Degree,598,Self-employed,14.29,Salary,No Collectioneffort,1760000,437735.44,0.41,No Default
35,Single,1,2,South,Degree,555,Unemployed,17.21,Salary,No Collectioneffort,1760000,323372.39,0.15,Default
28,Married,3,5,North,Degree,551,Employed,11.53,Salary,Notices,4000000,3766516.48,0.54,Default
18,Married,2,0,South,Degree,665,Unemployed,9.2,Salary,No Collectioneffort,1760000,906236.86,1.31,Default
33,Married,6,0,Central,Diploma,668,Employed,18.12,Salary,No Collectioneffort,2000000,1044144.67,0.72,Default
19,Married,2,5,North,Degree,737,Self-employed,6.07,Voluntary,Reminders,4000000,1047302.89,0.58,Default
26,Married,2,0,South,Degree,708,Employed,13.76,Salary,Calls,880000,434534.11,0.15,No Default
32,Married,3,0,Central,Degree,583,Employed,7.11,Salary,Reminders,880000,736918.99,0.2,Default
38,Single,2,4,South,Degree,595,Self-employed,15.71,Salary,Notices,2000000,1502198.08,1.14,Default
25,Married,2,0,South,Diploma,675,Self-employed,19.11,Voluntary,No Collectioneffort,1760000,1236292.32,1.04,Default
27,Married,5,0,North,Degree,651,Unemployed,18.77,Voluntary,No Collectioneffort,4000000,1515931.71,1.91,Default
37,Married,1,0,Central,Degree,699,Employed,11.22,Salary,Calls,880000,646106.34,0.46,No Default
31,Married,3,4,South,Degree,718,Self-employed,19.97,Salary,Calls,880000,637547.89,0.26,Default
19,Single,2,3,Central,Degree,669,Employed,3.61,Salary,No Collectioneffort,1760000,1160592.12,1.59,No Default
32,Divorced,2,2,North,Degree,653,Employed,15.94,Salary,Calls,4000000,1850241.85,1.29,Default
37,Single,2,1,North,Diploma,599,Self-employed,13.67,Salary,No Collectioneffort,880000,502598.08,1.08,Default
37,Married,1,0,North,Degree,601,Unemployed,19.58,Salary,No Collectioneffort,880000,205658.18,0.32,No Default
37,Single,1,4,North,Diploma,682,Unemployed,18.6,Salary,No Collectioneffort,2000000,978130.05,0.72,Default
28,Married,6,2,Central,Degree,588,Employed,6.6,Salary,No Collectioneffort,2000000,827567.34,1.72,Default
39,Married,3,0,Central,Degree,631,Self-employed,4.86,Salary,Calls,2000000,867812.04,1.5,No Default
21,Married,4,5,Central,Degree,592,Employed,4.45,Voluntary,No Collectioneffort,880000,304477.82,0.18,Default
23,Married,1,5,North,Diploma,600,Unemployed,15.24,Salary,No Collectioneffort,1760000,431031.04,1.75,Default
25,Married,1,2,North,Diploma,640,Self-employed,5.59,Salary,Reminders,1760000,957388.86,1.21,Default
37,Married,3,6,Central,Diploma,635,Employed,19.54,Voluntary,No Collectioneffort,880000,842843.54,1.04,Default
34,Single,3,0,North,Diploma,679,Self-employed,17.07,Salary,No Collectioneffort,880000,798890.11,1.41,Default
37,Married,2,2,South,Degree,712,Employed,6.84,Salary,No Collectioneffort,1760000,1368107.73,0.3,No Default
24,Single,2,0,South,Degree,637,Self-employed,4.57,Salary,No Collectioneffort,880000,148670.03,0.28,No Default
28,Married,2,2,North,Degree,589,Employed,13.47,Salary,No Collectioneffort,4000000,1525731.72,0.65,No Default
36,Single,2,4,Central,Degree,633,Self-employed,8.06,Salary,Calls,4000000,3396507.44,1.93,No Default
18,Married,4,1,Central,Diploma,697,Employed,18.11,Voluntary,Calls,4000000,2454092.01,0.85,Default
26,Married,2,3,North,Degree,600,Self-employed,6.6,Voluntary,No Collectioneffort,880000,193686.86,1.85,No Default
35,Single,2,0,Central,Degree,596,Unemployed,13.72,Voluntary,Notices,4000000,1011766.07,1.47,Default
25,Married,3,2,South,Diploma,578,Employed,10.16,Voluntary,Reminders,1760000,280182.08,1.45,Default
40,Married,1,0,South,Diploma,720,Self-employed,11.82,Salary,No Collectioneffort,1760000,1139321.01,0.31,No Default
24,Divorced,4,0,South,Degree,536,Self-employed,17.04,Salary,Notices,880000,127295.55,0.33,Default
40,Married,4,2,North,Degree,595,Employed,10.18,Voluntary,No Collectioneffort,2000000,1585809.08,1.99,Default
40,Married,1,2,North,Degree,594,Self-employed,18.57,Salary,No Collectioneffort,4000000,2443358.91,1.88,Default
40,Married,3,1,North,Degree,630,Employed,19.59,Voluntary,No Collectioneffort,880000,267017.85,0.6,No Default
17,Single,2,1,Central,Diploma,618,Unemployed,12.39,Voluntary,No Collectioneffort,1760000,533165.82,1.79,Default
22,Single,1,2,South,Degree,656,Employed,6.78,Salary,No Collectioneffort,880000,363324.57,1.27,No Default
28,Single,3,2,Central,Degree,623,Self-employed,9.35,Salary,No Collectioneffort,4000000,952901.18,1.82,No Default
40,Married,3,0,North,Degree,600,Employed,5.84,Voluntary,No Collectioneffort,880000,391314.14,0.01,No Default
35,Single,3,2,South,Degree,626,Employed,9.82,Voluntary,No Collectioneffort,4000000,2293343.96,1.73,No Default
33,Married,4,2,South,Degree,588,Employed,15.96,Voluntary,No Collectioneffort,1760000,1564794.65,1.31,Default
18,Single,2,2,North,Diploma,701,Employed,11.52,Voluntary,No Collectioneffort,880000,828637.95,0.22,Default
27,Single,3,3,South,Degree,717,Self-employed,7.3,Voluntary,No Collectioneffort,1760000,1043124.72,0.72,Default
34,Single,3,2,North,Degree,557,Employed,3.19,Voluntary,No Collectioneffort,4000000,794412.69,1.18,No Default
39,Married,2,5,North,Degree,673,Employed,8.76,Salary,Notices,4000000,1756637.67,1.98,No Default
38,Married,5,6,North,Diploma,654,Employed,6.57,Voluntary,No Collectioneffort,2000000,1850417.25,1.4,Default
27,Married,2,3,Central,Degree,654,Employed,17.06,Voluntary,Notices,1760000,907589.67,0.43,Default
34,Married,3,1,South,Degree,624,Employed,15.15,Voluntary,No Collectioneffort,4000000,2277710.13,1.09,Default
24,Married,4,0,South,Diploma,614,Self-employed,10.8,Voluntary,Notices,4000000,1036269.11,0.44,No Default
31,Married,3,3,Central,Diploma,697,Self-employed,10.95,Salary,Calls,1760000,1100640.3,1.55,Default
25,Married,1,0,North,Diploma,697,Employed,7.1,Voluntary,Calls,1760000,1502592.82,0.06,No Default
31,Married,2,0,South,Diploma,655,Self-employed,5.56,Voluntary,Notices,4000000,404432.42,0.61,No Default
23,Single,2,4,Central,Degree,570,Employed,15.85,Salary,No Collectioneffort,2000000,592232.6,1.59,Default
36,Divorced,3,2,South,Degree,653,Employed,13.97,Salary,Reminders,1760000,1741677.22,1.58,Default
29,Single,2,0,South,Degree,629,Unemployed,17.43,Salary,No Collectioneffort,2000000,245005.92,1.78,Default
29,Single,3,5,North,Diploma,646,Unemployed,19.59,Voluntary,No Collectioneffort,1760000,849125.66,0.71,Default
17,Married,2,2,Central,Diploma,656,Employed,9.74,Salary,Reminders,2000000,1801760.43,1.27,Default
36,Married,1,1,Central,Diploma,644,Employed,9.75,Voluntary,Notices,4000000,2611421.93,0.82,No Default
20,Single,2,1,North,Degree,699,Self-employed,19.95,Salary,Notices,880000,866884.97,1.13,Default
40,Married,3,2,South,Degree,616,Unemployed,18.43,Salary,Notices,880000,514888.94,1.02,Default
20,Married,4,2,North,Degree,698,Self-employed,8.83,Salary,No Collectioneffort,1760000,1506666.57,0.8,Default
20,Married,1,2,South,Diploma,632,Employed,19.75,Salary,No Collectioneffort,4000000,3796461.17,1.27,Default
29,Married,2,0,South,Degree,690,Self-employed,15.02,Voluntary,No Collectioneffort,4000000,1083358.47,0.59,No Default
18,Married,6,2,North,Degree,695,Unemployed,15.26,Voluntary,No Collectioneffort,1760000,1673838.07,0.26,Default
39,Single,2,2,North,Degree,670,Employed,7.3,Voluntary,Calls,4000000,2038932.36,0.09,No Default
31,Single,4,4,Central,Degree,620,Self-employed,13.59,Voluntary,Reminders,4000000,1249959.82,1.39,Default
20,Single,3,2,North,Degree,559,Unemployed,10.09,Voluntary,No Collectioneffort,1760000,440716.38,0.88,Default
22,Married,1,0,South,Degree,673,Employed,9.57,Salary,Calls,2000000,498711.49,0.82,No Default
19,Married,3,1,Central,Degree,628,Self-employed,16.13,Voluntary,No Collectioneffort,2000000,1246702.81,0.41,Default
23,Married,5,2,South,Degree,654,Employed,10.01,Salary,Calls,4000000,3489326.87,1.99,No Default
22,Married,4,2,Central,Degree,698,Employed,9.74,Salary,Notices,1760000,1114685.07,0.36,No Default
19,Married,3,0,South,Degree,615,Self-employed,18.75,Salary,Calls,880000,810862.75,1.19,Default
20,Single,3,1,Central,Diploma,656,Employed,15.52,Salary,No Collectioneffort,880000,268370.7,1.59,Default
26,Single,2,0,South,Degree,568,Unemployed,6.43,Voluntary,No Collectioneffort,4000000,2023760.79,0.54,Default
37,Married,2,1,North,Diploma,668,Self-employed,15.43,Salary,No Collectioneffort,880000,208644.79,0.78,No Default
25,Married,2,0,South,Degree,619,Employed,16.54,Salary,Notices,1760000,976246.87,0.56,Default
22,Married,5,4,South,Diploma,535,Self-employed,6.54,Voluntary,No Collectioneffort,2000000,583124.91,0.42,Default
36,Married,2,2,Central,Degree,671,Employed,5.48,Salary,Reminders,1760000,1253591.02,0.18,No Default
27,Married,2,5,North,Degree,781,Employed,7.79,Salary,Notices,1760000,1608817.29,1.77,No Default
23,Married,2,4,Central,Diploma,648,Unemployed,19.75,Voluntary,Reminders,880000,252057.13,1.35,Default
34,Single,2,2,North,Degree,596,Unemployed,6.67,Salary,No Collectioneffort,4000000,3995788.25,0.68,Default
20,Married,1,1,South,Degree,681,Self-employed,18.16,Voluntary,No Collectioneffort,4000000,1977769.5,0.18,Default
21,Single,2,4,North,Degree,631,Employed,9.92,Voluntary,Reminders,4000000,1249067.09,0.18,No Default
20,Single,3,0,South,Degree,672,Self-employed,4.02,Salary,No Collectioneffort,1760000,1406237.26,1.63,Default
20,Single,4,0,North,Degree,600,Unemployed,6.88,Voluntary,No Collectioneffort,4000000,3531755.52,0.3,Default
29,Married,3,1,North,Degree,573,Unemployed,17.3,Voluntary,Calls,1760000,1304204.43,0.97,Default
32,Married,2,0,South,Degree,666,Employed,14.08,Salary,Calls,1760000,1397677.2,1.19,No Default
30,Married,3,1,South,Degree,621,Self-employed,17.62,Salary,No Collectioneffort,2000000,1701957.48,0.99,Default
27,Divorced,3,0,North,Degree,615,Employed,14.55,Salary,No Collectioneffort,880000,453598.08,1.55,No Default
18,Single,2,0,Central,Diploma,698,Employed,9.0,Salary,Notices,4000000,2149656.43,1.86,Default
38,Married,1,2,North,Degree,626,Employed,3.56,Salary,No Collectioneffort,2000000,912049.93,0.81,No Default
30,Married,4,2,Central,Diploma,671,Employed,14.18,Salary,No Collectioneffort,4000000,1608146.35,1.19,Default
40,Divorced,3,1,Central,Degree,621,Employed,6.28,Salary,Calls,1760000,405212.07,1.16,No Default
40,Single,2,0,Central,Degree,710,Self-employed,6.3,Voluntary,Calls,2000000,1552255.61,0.49,No Default
23,Divorced,2,1,South,Diploma,737,Self-employed,16.18,Salary,Calls,1760000,188630.38,0.41,No Default
27,Single,4,0,North,Diploma,683,Self-employed,3.24,Salary,No Collectioneffort,880000,313114.81,1.61,No Default
20,Married,3,2,South,Degree,602,Unemployed,19.6,Salary,No Collectioneffort,1760000,984891.26,1.37,Default
23,Married,5,3,North,Degree,691,Self-employed,6.51,Salary,No Collectioneffort,1760000,1441894.79,1.63,No Default
32,Married,3,0,South,Degree,649,Employed,4.92,Salary,Notices,4000000,3670423.31,1.38,No Default
22,Single,1,0,Central,Diploma,671,Employed,14.54,Salary,Calls,2000000,808273.89,0.89,Default
22,Single,3,1,North,Degree,633,Employed,6.54,Voluntary,Notices,4000000,3705338.06,1.24,Default
18,Single,2,1,Central,Degree,629,Unemployed,18.77,Salary,Calls,4000000,1173488.98,1.23,Default
40,Married,2,0,North,Degree,662,Unemployed,16.68,Voluntary,Notices,1760000,972125.71,1.09,Default
24,Married,2,0,North,Degree,744,Employed,8.66,Voluntary,Calls,4000000,1753544.57,1.44,No Default
23,Divorced,2,1,North,Degree,664,Employed,15.23,Voluntary,Reminders,1760000,667470.44,0.59,No Default
40,Married,4,5,South,Diploma,639,Employed,13.77,Voluntary,No Collectioneffort,4000000,1175393.42,0.57,No Default
30,Single,3,4,Central,Degree,615,Employed,15.67,Salary,No Collectioneffort,880000,99550.75,0.37,No Default
25,Single,1,2,South,Diploma,632,Employed,9.43,Salary,Reminders,2000000,582159.86,1.68,No Default
31,Single,3,3,North,Degree,727,Employed,13.65,Salary,Reminders,2000000,333231.05,0.4,No Default
38,Married,3,0,North,Degree,625,Employed,13.06,Salary,No Collectioneffort,4000000,1212006.88,1.39,No Default
34,Married,4,0,North,Degree,629,Self-employed,7.41,Salary,Calls,4000000,1874783.89,1.97,No Default
28,Divorced,4,0,Central,Diploma,592,Unemployed,7.83,Voluntary,Notices,880000,196060.14,1.12,Default
39,Married,1,2,North,Degree,686,Employed,18.73,Salary,No Collectioneffort,2000000,380854.25,1.79,No Default
35,Single,4,4,North,Degree,678,Self-employed,4.27,Salary,No Collectioneffort,880000,825326.4,0.89,Default
29,Single,1,0,South,Degree,717,Self-employed,16.05,Salary,No Collectioneffort,4000000,3910936.36,0.42,Default
23,Married,2,0,South,Degree,687,Employed,17.35,Voluntary,Notices,4000000,1183282.2,0.61,No Default
26,Divorced,1,3,North,Degree,643,Self-employed,12.57,Salary,Calls,4000000,2287132.96,0.91,No Default
26,Single,2,1,North,Diploma,725,Self-employed,5.1,Salary,Notices,4000000,2013935.29,0.52,No Default
18,Single,4,2,Central,Degree,715,Employed,3.58,Salary,No Collectioneffort,4000000,1088304.62,0.44,No Default
30,Married,3,1,North,Diploma,656,Self-employed,4.06,Salary,No Collectioneffort,1760000,1479933.14,0.24,No Default
29,Married,3,0,Central,Degree,669,Self-employed,7.95,Voluntary,No Collectioneffort,1760000,493613.63,0.49,No Default
38,Single,5,2,North,Degree,568,Employed,6.16,Salary,Calls,2000000,405784.06,0.61,No Default
22,Married,2,1,Central,Diploma,664,Self-employed,10.25,Salary,Calls,4000000,3094372.8,1.63,Default
25,Single,1,0,South,Diploma,655,Employed,3.44,Salary,No Collectioneffort,1760000,734882.78,0.19,No Default
29,Divorced,3,4,North,Degree,646,Employed,17.73,Salary,Reminders,1760000,287790.95,1.86,Default
25,Single,4,0,South,Degree,673,Employed,18.06,Salary,No Collectioneffort,2000000,815002.08,0.26,Default
29,Single,6,1,Central,Degree,603,Self-employed,5.76,Voluntary,Notices,1760000,1431206.91,0.85,Default
21,Single,2,1,North,Degree,765,Employed,5.15,Salary,Notices,4000000,1970391.28,1.34,No Default
30,Single,4,0,South,Degree,687,Unemployed,4.75,Voluntary,No Collectioneffort,2000000,261176.2,0.06,No Default
21,Married,4,0,South,Degree,685,Employed,18.31,Salary,No Collectioneffort,1760000,321196.86,1.84,Default
25,Married,1,0,North,Degree,685,Employed,18.09,Voluntary,No Collectioneffort,2000000,1729049.53,1.93,Default
24,Married,3,1,North,Diploma,699,Employed,13.89,Salary,No Collectioneffort,4000000,2758584.8,0.74,Default
23,Married,2,0,North,Degree,656,Employed,4.99,Salary,No Collectioneffort,2000000,1912276.1,1.04,No Default
24,Single,2,3,South,Diploma,621,Employed,18.29,Voluntary,No Collectioneffort,4000000,2269103.25,1.77,Default
38,Single,4,0,Central,Degree,572,Self-employed,16.25,Salary,Notices,1760000,781142.71,0.29,Default
19,Divorced,4,2,North,Diploma,703,Employed,3.64,Salary,Reminders,4000000,3622837.22,1.42,Default
39,Married,3,0,North,Degree,678,Employed,17.61,Salary,Calls,2000000,1550265.1,1.65,Default
40,Single,4,0,South,Diploma,588,Employed,6.05,Salary,No Collectioneffort,4000000,1294438.6,1.69,No Default
31,Married,2,0,Central,Degree,585,Employed,17.31,Salary,No Collectioneffort,4000000,1234232.2,0.69,No Default
24,Married,2,3,South,Diploma,559,Self-employed,17.36,Salary,No Collectioneffort,1760000,479886.24,0.46,Default
17,Single,2,0,North,Degree,635,Employed,11.97,Voluntary,No Collectioneffort,4000000,3612259.02,1.43,Default
23,Married,4,1,North,Diploma,707,Employed,7.84,Voluntary,No Collectioneffort,1760000,891631.21,1.32,Default
35,Married,4,0,North,Diploma,576,Employed,14.05,Salary,Reminders,1760000,1407385.94,0.34,Default
18,Single,3,2,North,Diploma,654,Self-employed,14.99,Voluntary,Calls,4000000,837178.6,0.55,Default
30,Single,5,5,South,Degree,574,Unemployed,18.38,Salary,Notices,4000000,3118335.82,0.8,Default
34,Married,3,1,Central,Degree,577,Employed,17.3,Salary,No Collectioneffort,2000000,315803.93,1.99,Default
31,Single,3,2,Central,Degree,615,Self-employed,3.72,Salary,No Collectioneffort,1760000,472676.76,1.41,No Default
30,Single,3,1,South,Degree,740,Self-employed,16.27,Voluntary,Reminders,1760000,1037030.41,0.13,Default
40,Married,4,5,Central,Diploma,609,Employed,4.42,Voluntary,No Collectioneffort,1760000,1158891.06,0.36,Default
35,Married,1,2,South,Degree,579,Unemployed,17.98,Salary,No Collectioneffort,1760000,1305808.09,1.64,Default
35,Single,2,0,Central,Degree,622,Unemployed,3.81,Salary,No Collectioneffort,1760000,303462.92,0.93,No Default
38,Married,2,0,North,Degree,623,Employed,19.26,Salary,No Collectioneffort,1760000,1422887.94,1.63,Default
33,Married,4,1,North,Degree,637,Unemployed,19.31,Salary,Reminders,4000000,1765932.89,1.31,Default
38,Single,5,2,Central,Diploma,616,Unemployed,12.76,Voluntary,Reminders,1760000,1093950.73,1.05,Default
35,Married,2,0,North,Degree,621,Employed,14.08,Voluntary,No Collectioneffort,4000000,3865258.57,1.32,No Default
32,Married,5,2,South,Degree,670,Unemployed,14.83,Salary,No Collectioneffort,2000000,1177283.25,0.99,Default
36,Single,3,2,North,Diploma,648,Employed,15.47,Salary,Notices,4000000,1449015.8,0.78,No Default
35,Married,3,1,South,Degree,599,Unemployed,10.41,Voluntary,Reminders,2000000,605294.79,1.56,Default
17,Married,4,2,South,Degree,678,Unemployed,9.01,Voluntary,Calls,1760000,491467.99,0.36,Default
35,Married,3,4,Central,Diploma,760,Self-employed,12.4,Voluntary,No Collectioneffort,4000000,3153916.56,0.15,Default
23,Married,3,0,Central,Degree,670,Employed,5.79,Salary,Calls,880000,139820.47,1.81,No Default
39,Married,1,3,North,Degree,708,Employed,18.32,Salary,Calls,1760000,763181.63,1.47,Default
27,Single,1,0,South,Degree,622,Employed,13.51,Voluntary,No Collectioneffort,2000000,1443284.8,1.24,No Default
21,Married,3,0,Central,Degree,654,Employed,19.21,Salary,No Collectioneffort,4000000,2441634.27,1.61,Default
33,Married,1,5,South,Degree,594,Self-employed,10.33,Salary,Notices,2000000,959585.05,0.98,Default
27,Married,3,2,South,Diploma,530,Self-employed,12.67,Salary,Reminders,1760000,1425640.4,1.21,Default
40,Married,3,2,North,Degree,613,Self-employed,4.94,Voluntary,No Collectioneffort,1760000,240700.04,0.54,No Default
24,Married,3,1,South,Diploma,628,Employed,6.19,Voluntary,Notices,4000000,3350545.1,1.72,Default
26,Divorced,3,0,Central,Degree,592,Unemployed,4.39,Salary,No Collectioneffort,2000000,1337879.0,1.52,Default
28,Single,6,1,Central,Degree,639,Self-employed,14.72,Voluntary,No Collectioneffort,2000000,782674.82,1.37,No Default
26,Single,2,2,Central,Diploma,588,Employed,14.91,Voluntary,Notices,1760000,865263.37,1.61,Default
29,Single,3,2,North,Degree,744,Unemployed,16.39,Salary,No Collectioneffort,4000000,2958088.21,0.98,Default
34,Single,4,0,Central,Degree,586,Unemployed,15.94,Salary,No Collectioneffort,2000000,853687.06,1.36,Default
26,Married,1,1,South,Degree,607,Unemployed,19.07,Voluntary,Calls,4000000,1344410.42,1.68,Default
35,Single,2,2,South,Diploma,618,Unemployed,6.72,Voluntary,No Collectioneffort,1760000,1740424.07,0.21,Default
36,Single,3,5,Central,Degree,696,Unemployed,4.83,Salary,Notices,2000000,1995381.5,1.56,Default
33,Single,3,1,North,Degree,684,Employed,18.23,Salary,Reminders,4000000,3063123.2,1.65,Default
36,Married,1,2,South,Degree,651,Employed,6.98,Salary,No Collectioneffort,1760000,684193.79,1.55,No Default
32,Married,2,3,South,Degree,617,Employed,16.28,Voluntary,No Collectioneffort,1760000,819342.71,0.09,Default
21,Married,3,1,Central,Degree,514,Self-employed,19.06,Salary,Notices,880000,420285.27,0.11,Default
19,Single,2,1,North,Degree,606,Employed,9.47,Salary,Reminders,4000000,3137705.52,0.25,No Default
31,Married,3,2,South,Degree,651,Employed,11.25,Voluntary,Calls,880000,301714.4,0.81,No Default
18,Single,4,3,North,Diploma,629,Employed,6.81,Salary,Reminders,2000000,259683.44,1.08,No Default
29,Single,3,2,Central,Degree,704,Employed,13.07,Salary,Notices,880000,538842.25,0.47,No Default
38,Married,2,0,North,Diploma,673,Employed,5.51,Salary,No Collectioneffort,4000000,2223593.95,1.19,No Default
24,Married,3,1,North,Degree,615,Employed,3.19,Voluntary,No Collectioneffort,1760000,532423.73,1.81,No Default
39,Single,3,1,South,Diploma,683,Employed,18.2,Salary,Reminders,880000,343667.46,0.37,No Default
33,Married,4,1,North,Degree,575,Employed,7.71,Salary,No Collectioneffort,4000000,1539939.27,1.65,No Default
20,Single,3,1,South,Degree,663,Employed,5.93,Voluntary,No Collectioneffort,2000000,1332519.98,0.05,Default
35,Single,3,1,North,Degree,699,Unemployed,16.18,Salary,Calls,4000000,2046021.63,0.47,Default
38,Married,1,2,North,Degree,678,Employed,12.54,Salary,Reminders,1760000,949412.28,0.12,No Default
25,Single,4,1,Central,Diploma,620,Employed,8.93,Salary,Calls,4000000,3414615.67,1.74,No Default
39,Divorced,2,1,South,Degree,689,Self-employed,11.83,Salary,No Collectioneffort,880000,542347.16,1.91,No Default
31,Married,3,3,North,Degree,562,Employed,5.28,Salary,No Collectioneffort,4000000,3695390.41,1.46,Default
25,Married,2,3,Central,Diploma,592,Employed,17.69,Voluntary,Notices,1760000,1379750.34,1.82,Default
40,Married,1,1,North,Degree,602,Employed,7.27,Salary,No Collectioneffort,4000000,2831493.36,0.93,No Default
37,Married,2,6,Central,Degree,558,Self-employed,13.5,Voluntary,Calls,2000000,1573225.19,1.53,Default
25,Married,1,0,Central,Degree,702,Employed,14.67,Salary,No Collectioneffort,4000000,2867200.55,1.77,No Default
30,Single,2,1,North,Degree,723,Self-employed,5.05,Salary,Notices,2000000,375339.99,1.2,No Default
39,Married,2,0,Central,Degree,639,Employed,3.12,Salary,No Collectioneffort,4000000,3812891.08,1.13,No Default
37,Single,2,3,North,Diploma,710,Self-employed,12.64,Voluntary,No Collectioneffort,4000000,3328212.88,1.69,Default
32,Single,1,3,South,Degree,599,Self-employed,9.97,Voluntary,Notices,1760000,1028351.88,0.85,Default
40,Married,3,2,North,Degree,627,Employed,19.81,Salary,Notices,1760000,1138999.75,1.91,Default
39,Married,4,0,North,Diploma,630,Employed,13.0,Voluntary,Calls,1760000,408965.85,0.6,No Default
33,Divorced,2,2,North,Diploma,593,Employed,18.27,Salary,Reminders,4000000,3914992.14,0.1,Default
29,Single,3,1,North,Diploma,674,Unemployed,11.01,Voluntary,Calls,2000000,1571670.97,0.23,Default
25,Married,3,4,Central,Diploma,645,Self-employed,13.51,Voluntary,No Collectioneffort,1760000,690011.93,1.33,Default
31,Married,2,0,North,Degree,625,Unemployed,11.89,Voluntary,No Collectioneffort,880000,708209.39,1.24,Default
23,Single,2,0,North,Degree,654,Employed,7.66,Salary,No Collectioneffort,4000000,1659853.63,1.05,No Default
17,Single,2,5,North,Degree,694,Employed,7.44,Salary,Notices,1760000,590121.58,1.66,No Default
17,Single,4,1,North,Degree,630,Employed,17.44,Salary,Notices,4000000,1046053.53,1.59,Default
21,Married,4,1,North,Degree,762,Self-employed,14.45,Voluntary,No Collectioneffort,4000000,2979430.42,1.73,Default
40,Single,2,1,Central,Degree,684,Self-employed,14.56,Voluntary,Calls,4000000,2942598.72,1.42,Default
